"pre","post","ACD_avg","ACD_max","ACD_sum","FOUT_avg","FOUT_max","FOUT_sum","MLOC_avg","MLOC_max","MLOC_sum","NBD_avg","NBD_max","NBD_sum","NOCU","NOF_avg","NOF_max","NOF_sum","NOI_avg","NOI_max","NOI_sum","NOM_avg","NOM_max","NOM_sum","NOT_avg","NOT_max","NOT_sum","NSF_avg","NSF_max","NSF_sum","NSM_avg","NSM_max","NSM_sum","PAR_avg","PAR_max","PAR_sum","TLOC_avg","TLOC_max","TLOC_sum","VG_avg","VG_max","VG_sum"
9,"1",0.297297297297297,5,11,3.46598639455782,30,1019,5.89115646258503,49,1732,1.6530612244898,5,486,37,2.02380952380952,29,85,0.027027027027027,1,1,6.38095238095238,53,268,0.972972972972973,1,36,1.16666666666667,16,49,0.619047619047619,10,26,0.789115646258503,3,232,80.8918918918919,637,2993,2.02721088435374,10,596
4,"1",0.208333333333333,1,5,3.98507462686567,50,801,9.35323383084577,113,1880,1.6865671641791,9,339,24,1.64516129032258,5,51,0,0,0,5.64516129032258,26,175,1,1,24,0.838709677419355,10,26,0.838709677419355,18,26,1.34825870646766,9,271,113.208333333333,322,2717,3.44278606965174,36,692
4,"1",0.823529411764706,6,14,3.73033707865169,33,664,6.96067415730337,61,1239,1.5,7,267,17,3.28,20,82,0,0,0,6.72,33,168,1,1,17,0.44,3,11,0.4,4,10,1.10112359550562,8,196,120.470588235294,433,2048,1.95505617977528,14,348
0,"0",0,0,0,1.96,14,98,4.24,22,212,1.34,3,67,8,1.875,7,15,0.25,1,2,6.25,18,50,0.75,1,6,0.875,6,7,0,0,0,0.98,3,49,52.25,126,418,1.84,5,92
3,"1",0.363636363636364,6,8,4.21311475409836,31,257,7.95081967213115,40,485,1.75409836065574,4,107,22,0.545454545454545,9,12,0,0,0,2.31818181818182,14,51,1,1,22,0.727272727272727,13,16,0.454545454545455,4,10,1.21311475409836,5,74,38.1818181818182,316,840,2.47540983606557,11,151
4,"1",0.857142857142857,3,6,4.1340206185567,21,401,6.55670103092783,36,636,1.42268041237113,5,138,7,2.25,8,27,0,0,0,6.66666666666667,28,80,1,1,7,0.833333333333333,3,10,0.75,5,9,0.783505154639175,3,76,152.428571428571,308,1067,2.34020618556701,12,227
3,"0",1.22222222222222,9,22,7.97972972972973,64,2362,9.82432432432432,79,2908,1.6722972972973,6,495,18,3.9047619047619,25,82,0.0555555555555556,1,1,13.4761904761905,54,283,0.944444444444444,1,17,1.57142857142857,9,33,0.619047619047619,9,13,1.14189189189189,9,338,229.277777777778,909,4127,3.1722972972973,25,939
12,"0",1.5,13,24,6.95378151260504,66,1655,10.1344537815126,87,2412,1.94957983193277,8,464,16,7.33333333333333,65,176,0,0,0,9.58333333333333,62,230,1,1,16,0.25,2,6,0.333333333333333,3,8,0.995798319327731,5,237,217.8125,888,3485,3.00420168067227,27,715
76,"1",0.5,9,30,3.99040307101727,72,4158,7.25239923224568,133,7557,1.59692898272553,8,1664,60,2.46212121212121,33,325,0.0833333333333333,1,5,7.63636363636364,87,1008,0.916666666666667,1,55,0.537878787878788,11,71,0.257575757575758,16,34,0.924184261036468,6,963,189.366666666667,2677,11362,2.67754318618042,46,2790
3,"0",0.142857142857143,1,1,4.25,26,272,5.5625,25,356,1.34375,3,86,7,1.66666666666667,5,15,0,0,0,4.66666666666667,9,42,1,1,7,0.666666666666667,4,6,2.44444444444444,11,22,1.203125,3,77,89.1428571428571,194,624,2.1875,7,140
21,"1",1.15,10,23,4.35789473684211,44,1242,7.68070175438597,94,2189,1.78245614035088,7,508,20,2.58333333333333,15,62,0,0,0,11.125,75,267,1.05,2,21,0.708333333333333,13,17,0.458333333333333,3,11,0.929824561403509,3,265,166,1083,3320,2.98947368421053,34,852
38,"1",1.37254901960784,19,70,6.52195734002509,82,5198,9.18193224592221,138,7318,1.58469259723965,6,1263,51,3.10989010989011,35,283,0.0196078431372549,1,1,8.02197802197802,43,730,0.980392156862745,1,50,2.67032967032967,85,243,0.604395604395604,12,55,0.946047678795483,6,754,211.901960784314,1089,10807,2.19071518193225,19,1746
15,"1",1.04545454545455,5,23,5.33423913043478,72,1963,7.34239130434783,229,2702,1.31521739130435,5,484,22,3.39130434782609,13,156,0,0,0,5.93478260869565,15,273,1,1,22,3.82608695652174,80,176,2,56,92,1.22554347826087,7,451,208.090909090909,751,4578,1.60869565217391,9,592
16,"1",2.325,12,93,5.4188679245283,60,2872,7.50188679245283,123,3976,1.4377358490566,5,762,40,1.53947368421053,12,117,0.075,1,3,6.52631578947368,44,496,0.925,1,37,0.855263157894737,9,65,0.447368421052632,4,34,0.881132075471698,8,467,155.7,1107,6228,1.81320754716981,11,961
2,"0",0,0,0,3.87,16,387,5.02,17,502,1.38,4,138,10,1.3,5,13,0,0,0,7.3,11,73,1,1,10,0.4,1,4,2.7,6,27,1.03,5,103,93.2,157,932,2.13,8,213
1,"0",2.5,7,10,9.11111111111111,85,246,11.8888888888889,126,321,1.59259259259259,3,43,4,2.25,6,9,0,0,0,6.75,19,27,1,1,4,2,4,8,0,0,0,0.62962962962963,2,17,118.25,341,473,1.88888888888889,8,51
6,"1",0.25,1,2,2.12790697674419,15,183,3.61627906976744,28,311,1.18604651162791,6,102,8,3.3,7,33,0,0,0,7.9,12,79,1,1,8,0.8,4,8,0.7,3,7,1.54651162790698,8,133,88.125,178,705,1.55813953488372,8,134
8,"1",1.13333333333333,9,17,5.86486486486486,35,868,8.75675675675676,53,1296,1.81756756756757,6,269,15,2.31818181818182,16,51,0.0666666666666667,1,1,6.22727272727273,36,137,0.933333333333333,1,14,0.454545454545455,8,10,0.5,5,11,1.16216216216216,11,172,131.333333333333,838,1970,2.43918918918919,10,361
12,"1",0.375,6,6,5.95081967213115,44,726,10.5983606557377,105,1293,1.72950819672131,5,211,16,3,9,51,0,0,0,6.94117647058824,30,118,1,1,16,0.823529411764706,5,14,0.235294117647059,3,4,1.0327868852459,7,126,119.25,749,1908,3.40983606557377,24,416
7,"1",0.818181818181818,6,27,4.25696594427245,31,1375,6.26625386996904,49,2024,1.3343653250774,5,431,33,1.23529411764706,6,63,0,0,0,5.29411764705882,16,270,1,1,33,0.352941176470588,3,18,1.03921568627451,8,53,1.20743034055728,6,390,102,592,3366,2.19195046439628,13,708
0,"0",3.5,7,7,9.91666666666667,48,119,14.3333333333333,60,172,1.91666666666667,3,23,2,1,2,2,0,0,0,6,10,12,1,1,2,1,1,2,0,0,0,0.666666666666667,2,8,119,222,238,2,4,24
55,"1",0.295774647887324,6,21,3.67828843106181,53,2321,6.28843106180666,103,3968,1.47226624405705,7,929,71,1.93975903614458,17,161,0.028169014084507,1,2,7.12048192771084,57,591,1.04225352112676,6,74,0.795180722891566,12,66,0.469879518072289,19,39,0.969889064976228,8,612,92.112676056338,761,6540,2.36133122028526,22,1490
26,"1",0.386363636363636,10,17,3.15723270440252,69,2008,7.39308176100629,253,4702,1.52358490566038,7,969,44,2.66666666666667,31,240,0.0681818181818182,1,3,6.68888888888889,53,602,0.931818181818182,1,41,1.11111111111111,15,100,0.366666666666667,18,33,1.00786163522013,5,641,154.772727272727,797,6810,2.7374213836478,60,1741
7,"0",0,0,0,5.016,72,627,7.136,69,892,1.648,6,206,17,1.88235294117647,11,32,0.176470588235294,1,3,7.17647058823529,27,122,0.823529411764706,1,14,1.52941176470588,13,26,0.176470588235294,2,3,1.384,5,173,81.1764705882353,274,1380,3.248,34,406
34,"1",0.2,2,10,9.45891783567134,103,4720,15.8517034068136,241,7910,2.30861723446894,7,1152,50,2.01612903225806,6,125,0.02,1,1,5.7741935483871,18,358,0.98,1,49,0.693548387096774,11,43,2.2741935483871,28,141,1.89579158316633,13,946,204.24,1135,10212,5.02204408817635,133,2506
2,"0",0.166666666666667,1,1,4.58490566037736,43,243,8.09433962264151,58,429,1.86792452830189,7,99,6,2.875,10,23,0,0,0,6.25,17,50,1,1,6,0.875,4,7,0.125,1,1,0.660377358490566,4,35,112.166666666667,420,673,2.60377358490566,14,138
20,"1",0.107142857142857,1,3,5.1021021021021,46,1699,9.56456456456456,73,3185,1.74174174174174,8,580,28,3.33333333333333,14,130,0.107142857142857,1,3,6.82051282051282,38,266,0.892857142857143,1,25,0.717948717948718,6,28,1.71794871794872,24,67,2.33933933933934,13,779,164.571428571429,763,4608,3.40840840840841,26,1135
7,"1",0.357142857142857,2,5,3.2962962962963,42,356,5.88888888888889,57,636,1.48148148148148,5,160,14,1.8125,6,29,0,0,0,6.25,25,100,1,1,14,0.875,10,14,0.5,4,8,0.888888888888889,4,96,79.9285714285714,198,1119,2.37037037037037,15,256
8,"1",0.1,1,1,6.86458333333333,42,659,11.0416666666667,50,1060,2.15625,9,207,10,2,8,28,0.4,1,4,5.78571428571429,19,81,0.6,1,6,2.21428571428571,12,31,1.07142857142857,9,15,1.69791666666667,7,163,149.8,557,1498,3.90625,21,375
7,"1",0,0,0,3.22222222222222,31,348,5.08333333333333,47,549,1.49074074074074,7,161,13,2.85714285714286,11,40,0,0,0,7.35714285714286,17,103,1,1,13,0.357142857142857,3,5,0.357142857142857,4,5,0.75,6,81,76.8461538461538,184,999,2.32407407407407,26,251
1,"0",0,0,0,3.67708333333333,186,353,8.78125,461,843,1.03125,6,99,17,1.11764705882353,6,19,0.529411764705882,1,9,5.23529411764706,16,89,0.470588235294118,1,8,6.88235294117647,97,117,0.411764705882353,4,7,0.885416666666667,6,85,71.5294117647059,593,1216,3.76041666666667,200,361
2,"0",0.333333333333333,1,3,2.38372093023256,37,205,4.7906976744186,73,412,1.44186046511628,7,124,9,3.3,8,33,0,0,0,8.3,26,83,1,1,9,0.4,2,4,0.3,3,3,1.3953488372093,8,120,84.1111111111111,283,757,1.87209302325581,15,161
0,"0",0.25,1,1,1.68,15,42,2.64,19,66,1.12,2,28,4,1.75,5,7,0,0,0,5,9,20,1,1,4,0.75,2,3,0.75,3,3,1,4,25,42,78,168,1.6,8,40
15,"1",0.96551724137931,17,28,4.77816901408451,55,1357,8.52816901408451,93,2422,2.01056338028169,7,571,29,3.02777777777778,46,109,0.0344827586206897,1,1,7.77777777777778,71,280,0.96551724137931,1,28,0.805555555555556,16,29,0.111111111111111,3,4,0.982394366197183,4,279,124.827586206897,1237,3620,2.68661971830986,24,763
4,"1",0.157894736842105,1,3,3.05185185185185,27,412,7.45185185185185,58,1006,1.63703703703704,6,221,19,1.74074074074074,13,47,0.0526315789473684,1,1,3.77777777777778,14,102,0.947368421052632,1,18,0.407407407407407,9,11,1.22222222222222,9,33,1.54814814814815,5,209,84.2631578947368,251,1601,2.88888888888889,23,390
11,"1",0.24,3,6,4.09189189189189,51,757,6.98378378378378,79,1292,1.81621621621622,6,336,25,1.33333333333333,5,36,0.12,1,3,5.40740740740741,19,146,0.88,1,22,2.22222222222222,45,60,1.44444444444444,22,39,1.26486486486486,5,234,82.04,508,2051,3.04324324324324,26,563
7,"1",0.181818181818182,2,4,4.85405405405405,66,898,6.80540540540541,79,1259,1.68108108108108,7,311,22,2.13793103448276,13,62,0.0454545454545455,1,1,6.10344827586207,16,177,0.954545454545455,1,21,0.517241379310345,5,15,0.275862068965517,3,8,0.789189189189189,4,146,94.4545454545455,408,2078,2.16756756756757,18,401
11,"1",0.648648648648649,4,24,5.7534516765286,73,2917,9.10848126232742,84,4618,1.95463510848126,7,991,37,2.84848484848485,17,188,0,0,0,7.37878787878788,32,487,1,1,37,0.46969696969697,7,31,0.303030303030303,5,20,0.948717948717949,5,481,185.351351351351,622,6858,2.69625246548323,26,1367
2,"0",0.875,3,14,2.65934065934066,22,726,5.78021978021978,42,1578,1.82417582417582,5,498,16,4.15789473684211,18,79,0.25,1,4,13.4736842105263,57,256,0.75,1,12,0,0,0,0.894736842105263,9,17,1.01098901098901,5,276,150.1875,619,2403,2.07326007326007,8,566
1,"0",1,6,9,5.9811320754717,42,317,10.622641509434,63,563,1.94339622641509,7,103,9,2.88888888888889,10,26,0,0,0,5.44444444444444,14,49,1,1,9,0.666666666666667,2,6,0.444444444444444,3,4,1.07547169811321,3,57,95.6666666666667,335,861,3.30188679245283,20,175
11,"1",0.277777777777778,4,5,4.15757575757576,196,686,8.2969696969697,192,1369,1.54545454545455,5,255,18,1.05263157894737,5,20,0.444444444444444,1,8,6.36842105263158,25,121,0.555555555555556,1,10,19.1052631578947,241,363,2.31578947368421,26,44,1.49090909090909,8,246,122.055555555556,472,2197,2.75151515151515,29,454
30,"1",0.372093023255814,5,32,5.0147347740668,78,5105,6.94990176817289,99,7075,1.53143418467584,6,1559,86,2.34513274336283,26,265,0.0116279069767442,1,1,8.11504424778761,36,917,0.988372093023256,1,85,2.02654867256637,85,229,0.893805309734513,12,101,1.06679764243615,6,1086,137.593023255814,735,11833,2.32514734774067,21,2367
0,"0",0,0,0,1.6144578313253,27,134,2.92771084337349,43,243,1.01204819277108,4,84,6,4.5,25,27,0.666666666666667,1,4,13.8333333333333,68,83,0.333333333333333,1,2,0,0,0,0,0,0,0.566265060240964,3,47,81,297,486,1.40963855421687,11,117
0,"0",0,0,0,2.15,9,43,5.6,23,112,1.4,3,28,2,1,2,2,0.5,1,1,3,6,6,0.5,1,1,9.5,11,19,7,14,14,1.9,3,38,103.5,183,207,1.8,6,36
1,"0",0,0,0,0,0,0,1.125,4,18,0.625,1,10,6,1.16666666666667,3,7,0.5,1,3,2.66666666666667,4,16,0.5,1,3,0,0,0,0,0,0,1.375,6,22,12.8333333333333,22,77,0.625,1,10
4,"1",0.8,4,4,3.1875,20,204,5.875,21,376,1.1875,4,76,5,5.83333333333333,15,35,0.6,1,3,10.6666666666667,39,64,0.4,1,2,0.5,2,3,0,0,0,0.96875,4,62,121.8,425,609,1.671875,7,107
0,"0",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,4,5,8,0,0,0,0,0,0,0,0,0,0.375,2,3,9,10,18,0,0,0
0,"0",0,0,0,0,0,0,0.238095238095238,4,5,0,0,0,6,0.166666666666667,1,1,1,1,6,3.5,7,21,0,0,0,0,0,0,0,0,0,0.714285714285714,4,15,8.5,12,51,0,0,0
0,"0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,6,6,0,0,0
3,"1",0.666666666666667,2,8,6.19886363636364,75,1091,10.1818181818182,102,1792,1.84659090909091,8,325,12,3.05882352941176,32,52,0.25,1,3,9.52941176470588,64,162,0.75,1,9,1.11764705882353,9,19,0.823529411764706,13,14,1.10227272727273,5,194,202.833333333333,1206,2434,2.82386363636364,18,497
1,"0",7,7,7,4.88571428571429,23,171,7.71428571428571,32,270,1.85714285714286,6,65,1,11,11,11,0,0,0,27,27,27,1,1,1,5,5,5,1,1,1,0.6,2,21,414,414,414,2.51428571428571,9,88
2,"0",0,0,0,3.38888888888889,27,305,9.91111111111111,57,892,1.81111111111111,6,163,12,3.53333333333333,18,53,0,0,0,4.2,17,63,1,1,12,2.53333333333333,27,38,1.8,16,27,1.65555555555556,7,149,213.166666666667,1185,2558,2.74444444444444,13,247
1,"0",0,0,0,1.4,6,7,2,9,10,1.2,2,6,1,1,1,1,0,0,0,5,5,5,1,1,1,0,0,0,0,0,0,1.4,3,7,35,35,35,1.6,4,8
2,"1",1.15384615384615,7,15,3.62698412698413,58,457,7.76190476190476,106,978,1.48412698412698,5,187,13,2,10,30,0.153846153846154,1,2,7.13333333333333,29,107,0.846153846153846,1,11,1.86666666666667,7,28,1.26666666666667,8,19,0.968253968253968,7,122,108,312,1404,2.04761904761905,13,258
0,"1",0.666666666666667,2,2,6.94444444444444,54,125,10.3333333333333,78,186,1.5,4,27,3,2.33333333333333,6,7,0,0,0,6,8,18,1,1,3,0,0,0,0,0,0,0.5,2,9,87,214,261,1.55555555555556,5,28
4,"0",4.66666666666667,9,14,5.03333333333333,40,151,9.96666666666667,72,299,2,6,60,3,2.66666666666667,5,8,0,0,0,8.33333333333333,13,25,1,1,3,2,6,6,1.66666666666667,5,5,0.833333333333333,5,25,135.333333333333,260,406,2.36666666666667,9,71
0,"0",0.5,1,1,4.81818181818182,16,53,8.36363636363636,24,92,1.72727272727273,3,19,2,0,0,0,0,0,0,2,2,4,1,1,2,0.5,1,1,3.5,6,7,1.81818181818182,7,20,67.5,85,135,1.81818181818182,3,20
4,"1",0,0,0,3.075,16,123,7.35,40,294,1.675,7,67,6,1.16666666666667,5,7,0.166666666666667,1,1,3.66666666666667,7,22,0.833333333333333,1,5,2.16666666666667,8,13,3,8,18,1.3,7,52,75.1666666666667,106,451,2.375,12,95
1,"0",0,0,0,0,0,0,1.5,2,3,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,1,0,0,0,13,13,13,1,1,2
1,"0",0.666666666666667,1,2,1.57142857142857,4,44,2.60714285714286,10,73,1.14285714285714,3,32,3,1,2,3,0.333333333333333,1,1,9.33333333333333,16,28,0.666666666666667,1,2,1,3,3,0,0,0,0.714285714285714,2,20,57.6666666666667,102,173,1.35714285714286,3,38
4,"0",0.52,7,13,2.59134615384615,32,539,5.16346153846154,71,1074,1.1875,5,247,25,2.12,13,53,0.36,1,9,8.12,47,203,0.64,1,16,0.48,6,12,0.08,2,2,0.649038461538462,3,135,69.2,634,1730,1.77403846153846,26,369
8,"1",0.5,3,3,6.30434782608696,30,435,9.05797101449275,35,625,1.7536231884058,6,121,6,2.88888888888889,14,26,0,0,0,6.33333333333333,30,57,1,1,6,0.333333333333333,2,3,1.22222222222222,9,11,0.855072463768116,5,59,151.166666666667,438,907,2.55072463768116,10,176
0,"0",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,8,8,1,1,1
8,"1",0.1,1,1,3.97014925373134,22,266,8.73134328358209,56,585,1.86567164179104,5,125,10,1.18181818181818,8,13,0.3,1,3,3.18181818181818,10,35,0.7,1,7,5.90909090909091,30,65,2.90909090909091,13,32,1.29850746268657,5,87,91,250,910,3.26865671641791,23,219
0,"0",0.166666666666667,1,1,6.25,43,100,12.25,76,196,2.125,5,34,6,0.285714285714286,2,2,0,0,0,2.14285714285714,4,15,1,1,6,0.428571428571429,2,3,0.142857142857143,1,1,1.125,4,18,52,173,312,3.4375,19,55
3,"0",0,0,0,13.3333333333333,49,120,20.4444444444444,68,184,2.66666666666667,5,24,1,2,4,4,0,0,0,1,1,2,1,1,1,18,36,36,3.5,7,7,1,2,9,261,261,261,5.55555555555556,17,50
11,"1",2,6,12,6.6046511627907,44,568,11.6395348837209,65,1001,2.04651162790698,6,176,6,4.28571428571429,11,30,0,0,0,11.5714285714286,31,81,1,1,6,1,2,7,0.142857142857143,1,1,0.988372093023256,10,85,230.333333333333,879,1382,3.01162790697674,20,259
0,"0",0,0,0,3,9,18,5.33333333333333,16,32,1.5,2,9,3,0,0,0,0,0,0,1.66666666666667,3,5,1,1,3,0.666666666666667,2,2,0.333333333333333,1,1,1.5,2,9,21.3333333333333,39,64,2,5,12
1,"0",0,0,0,0.218390804597701,9,19,0.71264367816092,26,62,0.218390804597701,3,19,13,0.153846153846154,2,2,0.923076923076923,1,12,5.76923076923077,21,75,0.0769230769230769,1,1,2,15,26,0.923076923076923,12,12,0.666666666666667,4,58,19.6923076923077,112,256,0.264367816091954,5,23
0,"1",0,0,0,1.90807174887892,72,851,3.98206278026906,197,1776,0.95067264573991,7,424,51,0.944444444444444,8,51,0.490196078431373,1,25,7.62962962962963,44,412,0.509803921568627,1,26,1.24074074074074,8,67,0.62962962962963,19,34,0.717488789237668,6,320,59.0980392156863,680,3014,1.49103139013453,32,665
3,"0",0.0526315789473684,1,1,3.74223602484472,133,1205,5.63664596273292,214,1815,1.22049689440994,6,393,19,5.89473684210526,30,112,0,0,0,16.8947368421053,66,321,1,1,19,2.89473684210526,30,55,0.0526315789473684,1,1,0.695652173913043,4,224,144.789473684211,850,2751,2.32298136645963,57,748
17,"1",0.0666666666666667,1,4,6.13333333333333,54,3220,10.8590476190476,86,5701,1.99809523809524,8,1049,60,1.73134328358209,7,116,0.0666666666666667,1,4,6.28358208955224,35,421,0.933333333333333,1,56,2.26865671641791,40,152,1.53731343283582,32,103,0.986666666666667,6,518,125.35,724,7521,3.60571428571429,26,1893
0,"0",0,0,0,10.3636363636364,63,342,24.4545454545455,149,807,2.6969696969697,5,89,3,3,6,9,0,0,0,11,23,33,1,1,3,0.333333333333333,1,1,0,0,0,1.48484848484848,5,49,317.333333333333,588,952,4.3030303030303,13,142
5,"0",0,0,0,2.83809523809524,22,298,4.83809523809524,28,508,1.47619047619048,5,155,9,4.9,11,49,0,0,0,10.5,22,105,1,1,9,0.5,3,5,0,0,0,0.657142857142857,4,69,95.2222222222222,161,857,2.16190476190476,13,227
10,"1",0.0555555555555556,1,1,4.94578313253012,38,821,10.7349397590361,110,1782,2.03614457831325,7,338,18,1.3,7,26,0,0,0,4.6,18,92,1,1,18,1.55,20,31,3.7,32,74,1.50602409638554,6,250,139.888888888889,874,2518,3.30120481927711,28,548
0,"1",0,0,0,3.08860759493671,28,244,6.48101265822785,57,512,1.64556962025316,6,130,7,1.78571428571429,4,25,0,0,0,5.64285714285714,14,79,1,1,7,0.571428571428571,5,8,0,0,0,0.987341772151899,5,78,114.285714285714,442,800,2.46835443037975,15,195
0,"0",0,0,0,3.94827586206897,32,229,7.43103448275862,43,431,1.81034482758621,8,105,5,4.8,12,24,0,0,0,11.6,25,58,1,1,5,0.6,2,3,0,0,0,0.672413793103448,4,39,124.6,280,623,2.74137931034483,13,159
1,"1",0,0,0,0.755102040816326,5,37,1.26530612244898,7,62,0.551020408163265,2,27,15,0,0,0,0.933333333333333,1,14,2.06666666666667,8,31,0.0666666666666667,1,1,0.4,5,6,1.2,18,18,1.12244897959184,5,55,14.0666666666667,112,211,0.73469387755102,3,36
1,"1",0,0,0,1.81818181818182,27,80,4.81818181818182,84,212,1.04545454545455,6,46,13,0.666666666666667,4,10,0.538461538461538,1,7,2.93333333333333,11,44,0.461538461538462,1,6,0,0,0,0,0,0,1.02272727272727,5,45,29.4615384615385,226,383,1.81818181818182,20,80
8,"1",0,0,0,10.4871794871795,42,409,20.4615384615385,64,798,2.38461538461538,5,93,12,2.06666666666667,6,31,0,0,0,2.53333333333333,9,38,1,1,12,0.133333333333333,2,2,0.0666666666666667,1,1,1.23076923076923,5,48,88.1666666666667,172,1058,5.25641025641026,17,205
1,"0",0,0,0,2.6,9,39,6.66666666666667,15,100,1.8,3,27,3,0.333333333333333,1,1,0.333333333333333,1,1,1.33333333333333,3,4,0.666666666666667,1,2,5.66666666666667,12,17,3.66666666666667,8,11,2.26666666666667,7,34,59.6666666666667,94,179,1.93333333333333,3,29
2,"0",0.636363636363636,6,7,3.83823529411765,74,261,6.64705882352941,119,452,1.52941176470588,5,104,11,2.63636363636364,8,29,0,0,0,5.54545454545455,15,61,1,1,11,0.636363636363636,2,7,0.636363636363636,7,7,0.691176470588235,4,47,65.8181818181818,220,724,1.89705882352941,9,129
1,"0",1.2,6,6,5.46666666666667,46,246,7.75555555555556,69,349,1.64444444444444,4,74,5,1.8,6,9,0,0,0,9,16,45,1,1,5,0.6,3,3,0,0,0,0.888888888888889,3,40,101.4,243,507,2.42222222222222,11,109
0,"0",0,0,0,2.21428571428571,5,31,2.64285714285714,8,37,1.14285714285714,2,16,2,6.5,12,13,0.5,1,1,3,6,6,0.5,1,1,1,2,2,4,8,8,0.5,2,7,47.5,80,95,1.21428571428571,3,17
0,"0",0,0,0,4.46031746031746,31,281,8.80952380952381,54,555,1.46031746031746,5,92,5,10.1666666666667,51,61,0.2,1,1,8.5,27,51,0.8,1,4,0.333333333333333,2,2,2,12,12,1.58730158730159,5,100,152.8,479,764,2.93650793650794,12,185
0,"0",0.28,4,7,2.52734375,34,647,5.0859375,46,1302,1.25390625,4,321,25,3.16,9,79,0,0,0,9.8,30,245,1,1,25,3.84,24,96,0.28,6,7,0.71484375,4,183,88.36,314,2209,1.98828125,13,509
0,"0",0,0,0,4.27027027027027,23,158,7.13513513513514,28,264,1.48648648648649,4,55,5,1.8,3,9,0,0,0,5,11,25,1,1,5,1.4,5,7,2.4,11,12,1.16216216216216,3,43,80,150,400,2.24324324324324,7,83
0,"0",0,0,0,2.11111111111111,11,19,10,48,90,1.11111111111111,2,10,2,0,0,0,0,0,0,4.5,6,9,1,1,2,0,0,0,0,0,0,1,3,9,62.5,85,125,3.66666666666667,13,33
0,"0",1.66666666666667,4,5,3.92307692307692,51,204,6.07692307692308,58,316,1.40384615384615,5,73,3,3.83333333333333,10,23,0,0,0,8.66666666666667,17,52,1,1,3,0.166666666666667,1,1,0,0,0,1.01923076923077,4,53,167.666666666667,235,503,1.69230769230769,6,88
0,"0",0.75,2,3,7.9375,25,381,9.72916666666667,36,467,1.9375,4,93,4,2.75,7,11,0,0,0,12,20,48,1,1,4,0,0,0,0,0,0,0.666666666666667,2,32,158.75,303,635,2.72916666666667,7,131
0,"0",0.428571428571429,1,3,5.06382978723404,26,476,7.97872340425532,61,750,1.37234042553191,3,129,7,3.11111111111111,7,28,0,0,0,9.11111111111111,33,82,1,1,7,0.222222222222222,1,2,0.222222222222222,2,2,1.43617021276596,4,135,152.571428571429,279,1068,2.22340425531915,14,209
0,"0",0.5,3,3,6.79245283018868,39,360,9.86792452830189,86,523,1.28301886792453,4,68,6,0.166666666666667,1,1,0,0,0,3,18,18,1,1,6,2.16666666666667,10,13,5.83333333333333,10,35,2.15094339622642,6,114,117.666666666667,251,706,2.56603773584906,20,136
0,"0",0.4,2,2,2.52941176470588,18,86,4.11764705882353,21,140,0.852941176470588,2,29,5,1.4,7,7,0.6,1,3,6.2,19,31,0.4,1,2,0,0,0,0.2,1,1,0.676470588235294,2,23,46.6,193,233,1.70588235294118,7,58
0,"0",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,4.5,7,9,0,0,0,0,0,0,0,0,0,0.555555555555556,2,5,7.5,10,15,0,0,0
3,"1",0.222222222222222,1,2,3.77027027027027,22,279,7.2027027027027,35,533,1.68918918918919,5,125,9,1.44444444444444,9,13,0.111111111111111,1,1,3.55555555555556,11,32,0.888888888888889,1,8,2.44444444444444,9,22,4,14,36,1.02702702702703,7,76,87,178,783,2.44594594594595,11,181
0,"0",0,0,0,4.25925925925926,16,115,9.18518518518519,27,248,2,4,54,3,0.666666666666667,2,2,0.333333333333333,1,1,2,4,6,0.666666666666667,1,2,1,3,3,7,21,21,1.59259259259259,5,43,107.333333333333,255,322,3.11111111111111,8,84
0,"0",0.222222222222222,2,2,3.70588235294118,35,252,8.27941176470588,78,563,1.80882352941176,5,123,9,4.2,11,42,0,0,0,6.5,16,65,1,1,9,1.2,9,12,0.3,2,3,0.647058823529412,3,44,90.7777777777778,261,817,2.75,19,187
0,"0",0,0,0,0.636363636363636,4,7,1.63636363636364,9,18,1.09090909090909,2,12,2,0,0,0,0,0,0,5,7,10,1,1,2,0.5,1,1,0.5,1,1,0.454545454545455,2,5,26.5,38,53,1.18181818181818,2,13
4,"1",0.0769230769230769,2,2,4.12777777777778,43,743,9.20555555555556,118,1657,1.88333333333333,9,339,26,3.78571428571429,20,106,0.0769230769230769,1,2,6.07142857142857,28,170,0.923076923076923,1,24,1.03571428571429,9,29,0.321428571428571,7,9,0.894444444444444,4,161,91.4230769230769,419,2377,2.98333333333333,37,537
1,"1",0,0,0,5.18333333333333,39,311,9.4,75,564,1.91666666666667,5,115,7,1.55555555555556,6,14,0.142857142857143,1,1,4.66666666666667,12,42,0.857142857142857,1,6,2.11111111111111,12,19,2,14,18,0.533333333333333,3,32,108,199,756,3.06666666666667,25,184
